movie_id,title,year,runtime_min,budget_musd,box_office_musd,genres,director,main_actor,mpaa_rating,num_critic_reviews,avg_user_rating,language,country
1141,First Echo,2005,103,2.96,0.0,Drama,D_Wong,A_Singh,PG-13,6,6.5,English,USA
1142,Silent Picnic,1999,108,12.1,0.0,Romance|Documentary,D_Kumar,A_137,PG-13,36,6.7,English,USA
1143,Golden Picnic,2019,142,7.59,2.3,Comedy,D_Brown,A_37,Unrated,47,8.6,English,USA
1144,Hidden Sky,2014,130,34.36,4.7,Romance,D_11,A_Brown,PG-13,52,8.0,English,USA
1145,Family Picnic,2009,112,29.18,5.12,Fantasy,D_Garcia,A_51,R,34,5.3,Hindi,IND
1146,Star Kingdom,1994,114,4.67,0.0,Adventure|Romance|Crime,D_Patel,A_24,PG-13,10,7.2,English,USA
1147,Loud Rise,1990,120,60.68,4.76,Thriller|Documentary|Romance,D_Lee,A_Zhao,PG-13,30,5.5,English,UK
1148,Hidden Picnic,2019,146,2.79,5.27,Sci-Fi|Crime|Documentary,D_Patel,A_Singh,PG-13,6,5.4,French,FRA
1149,Midnight Sky,1992,116,6.5,9.18,Drama,D_Garcia,A_153,R,38,4.4,English,USA
1150,Final Promise,2003,111,72.82,167.66,Crime|Action,D_Nguyen,A_Chen,Unrated,36,7.1,Mandarin,CHN
1151,Family Heist,2019,105,2.85,7.38,Documentary,D_84,A_Chen,PG-13,7,9.3,English,USA
1152,Red Journey,1993,114,4.56,0.0,Action,D_Garcia,A_120,PG,5,4.9,English,CAN
1153,Secret Heist,2007,101,2.71,8.03,Fantasy,D_Fernandez,A_Kumar,G,7,6.5,English,USA
1154,Secret Edge,2014,117,400.0,1025.26,Documentary,D_Fernandez,A_187,R,39,5.9,Mandarin,CHN
1155,Secret Echo,1990,89,5.36,13.2,Drama,D_Lee,A_Lopez,PG-13,40,6.5,Japanese,JPN
1156,Golden Echo,2004,106,9.5,14.82,Sci-Fi,D_93,A_141,R,41,7.9,English,UK
1157,Family Kingdom,1998,121,98.93,272.68,Horror,D_Nguyen,A_58,R,43,5.6,Japanese,JPN
1158,Family Kingdom,2004,116,284.11,33.62,Comedy|Fantasy,D_0,A_123,PG-13,33,6.9,English,USA
1159,Final Journey,2013,103,1.85,0.0,Family|Drama|Romance,D_Lee,A_Singh,R,3,6.9,English,USA
1160,Bright Promise,1993,107,1.34,,Family,D_51,A_Garcia,PG-13,13,7.6,Japanese,JPN
1161,Star Report,2001,126,35.79,0.0,Crime,D_68,A_179,Unrated,39,5.6,Japanese,JPN
1162,Star Love,1995,92,3.06,0.0,Action,D_Nguyen,A_114,PG-13,5,8.2,Mandarin,CHN
1163,Midnight Edge,2013,92,1.27,0.66,Sci-Fi,D_Patel,A_Chen,PG-13,5,8.1,English,USA
1164,Silent Journey,2000,96,1.24,4.2,Fantasy,D_Garcia,A_Zhao,PG-13,10,6.7,French,FRA
1165,First Journey,2002,110,40.2,77.44,Thriller,D_Johnson,A_Patel,PG-13,42,7.3,Japanese,JPN
1166,Dark Kingdom,2023,90,1.37,5.25,Romance,D_Fernandez,A_Chen,PG-13,8,6.2,English,UK
1167,Urban Sky,2014,124,40.7,48.05,Comedy|Documentary,D_Brown,A_36,PG-13,41,6.0,English,USA
1168,Final Echo,1996,96,2.04,13.5,Thriller,D_Wong,A_95,PG-13,8,5.6,English,USA
1169,Family Heist,1993,113,1.15,0.0,Comedy,D_Nguyen,A_Garcia,Unrated,12,5.9,English,USA
1170,Golden Love,1997,101,19.28,44.82,Fantasy,D_72,A_19,PG-13,43,6.9,English,USA
1171,Final Report,2009,109,0.54,7.75,Family,D_Garcia,A_Garcia,PG,11,6.2,Mandarin,CHN
1172,Final Dream,2018,86,5.95,13.26,Comedy,D_Brown,A_64,PG-13,50,7.4,English,USA
1173,Bright Promise,1999,125,3.96,7.17,Comedy,D_Kumar,A_79,PG-13,9,7.3,English,USA
1174,Red Heist,2023,96,181.2,801.01,Action|Family,D_7,A_0,PG-13,35,6.4,Spanish,ESP
1175,First Sky,2015,94,1.45,0.0,Comedy,D_Johnson,A_65,PG-13,5,7.0,English,USA
1176,Red Sky,1992,146,54.38,19.9,Adventure,D_Kumar,A_79,PG-13,35,8.5,Mandarin,CHN
1177,Red Night,1995,118,16.41,,Action,D_Kumar,A_164,PG,35,6.2,English,USA
1178,Bright Fall,1994,124,,0.0,Action,D_6,A_133,G,5,6.1,English,USA
1179,Hidden Echo,1994,117,2.11,3.54,Crime,D_21,A_128,PG-13,11,9.4,English,CAN
1180,Family Days,2012,103,7.4,7.38,Comedy|Adventure|Crime,D_Smith,A_Smith,PG-13,33,5.6,Hindi,IND
1181,Silent Night,1998,90,2.46,1.84,Action|Adventure,D_56,A_Lopez,R,6,7.0,French,FRA
1182,Loud Fall,2024,106,4.78,7.56,Documentary,D_49,A_Chen,PG-13,8,7.3,English,USA
1183,Family Rise,2009,95,4.69,7.47,Horror,D_Lee,A_197,PG-13,1,6.3,Spanish,MEX
1184,Golden Edge,2024,96,61.91,47.94,Thriller|Romance,D_Johnson,A_25,PG-13,47,6.6,English,USA
1185,Secret Kingdom,2007,86,3.42,0.0,Thriller,D_Brown,A_Chen,PG-13,13,6.0,English,CAN
1186,Secret Sky,2006,112,4.03,2.2,Documentary,D_67,A_28,R,9,7.2,English,USA
1187,First Report,2013,134,1.26,2.3,Documentary,D_Patel,A_77,R,6,6.8,Mandarin,CHN
1188,Dark Sky,1992,118,31.36,68.15,Family,D_91,A_129,R,55,8.1,English,USA
1189,Red Picnic,2021,108,3.59,49.11,Horror,D_93,A_Lopez,PG-13,8,7.3,English,USA
1190,First Report,2024,109,2.09,2.67,Comedy|Horror|Documentary,D_Smith,A_23,R,7,7.1,English,USA
1191,Loud Fall,2002,70,,31.91,Adventure|Drama,D_13,A_Patel,PG-13,36,6.3,Spanish,MEX
1192,Loud Report,2014,104,164.01,85.09,Drama,D_Patel,A_Brown,R,40,7.0,Hindi,IND
1193,First Love,1998,89,,0.0,Crime|Action,D_Kumar,A_Zhao,R,8,7.6,English,USA
1194,Star Edge,1993,112,0.32,0.0,Sci-Fi,D_35,A_Garcia,PG-13,4,6.8,English,USA
1195,Family Dream,2003,106,5.79,7.9,Sci-Fi,D_28,A_Lopez,PG-13,29,6.9,Spanish,MEX
1196,Secret Report,2023,97,56.16,42.62,Thriller|Action,D_Smith,A_Lopez,PG-13,36,4.8,Hindi,IND
1197,First Night,2000,112,9.5,2.17,Romance,D_Kumar,A_124,R,49,6.1,English,USA
1198,Secret Promise,1992,112,1.79,,Sci-Fi,D_Johnson,A_Kumar,PG,10,6.6,English,USA
1199,Bright Report,2017,133,0.97,1.84,Fantasy,D_Brown,A_188,Unrated,5,6.7,English,USA
1200,Hidden Journey,2018,120,3.75,4.6,Action|Drama,D_Garcia,A_Zhao,PG-13,9,5.6,Hindi,IND
1201,Urban Sky,1998,113,2.65,0.79,Drama,D_Brown,A_Garcia,PG-13,11,6.6,English,UK
1202,Family Report,1992,96,2.48,11.8,Action|Drama,D_21,A_105,PG-13,11,4.6,English,USA
1203,Silent Love,2014,94,5.36,10.34,Thriller|Fantasy,D_Patel,A_Jones,R,35,6.6,English,USA
1204,Urban Journey,2023,119,1.54,1.98,Documentary,D_Patel,A_126,Unrated,12,6.5,English,UK
1205,Golden Edge,2001,107,4.61,2.68,Drama,D_37,A_Patel,PG-13,8,8.0,Hindi,IND
1206,Bright Kingdom,1998,114,12.95,13.59,Documentary|Sci-Fi,D_Patel,A_Chen,PG-13,51,7.5,English,USA
1207,Loud Echo,2004,125,11.28,30.92,Drama,D_Patel,A_137,PG-13,43,5.8,English,USA
1208,Urban Sky,2014,87,,2.78,Sci-Fi,D_0,A_38,PG-13,6,5.7,French,FRA
1209,Final Echo,1994,131,2.03,0.0,Family,D_Johnson,A_15,PG,10,7.0,English,CAN
1210,Loud Night,2000,125,122.39,89.52,Fantasy,D_Patel,A_Lopez,PG,41,9.0,English,USA
1211,Hidden Edge,2023,79,8.34,12.62,Fantasy,D_Kumar,A_0,PG-13,39,7.6,English,USA
1212,Secret Promise,2013,145,0.7,0.47,Thriller,D_70,A_112,Unrated,31,6.7,English,AUS
1213,Golden Dream,2004,115,8.35,,Crime,D_Patel,A_Brown,PG-13,32,5.9,English,AUS
1214,Star Love,1997,103,133.7,304.19,Crime|Thriller,D_Wong,A_52,PG-13,32,7.8,English,USA
1215,Indie Picnic,1994,118,3.91,11.53,Family|Fantasy,D_Johnson,A_Smith,PG,4,5.6,English,AUS
1216,Hidden Days,2015,95,3.99,7.74,Sci-Fi,D_Nguyen,A_37,PG,5,8.2,Japanese,JPN
1217,Star Sky,2007,118,8.58,0.2,Action,D_14,A_Garcia,PG-13,43,6.0,Mandarin,CHN
1218,Bright Dream,1995,98,6.21,1.5,Fantasy,D_Smith,A_94,PG-13,42,6.8,English,USA
1219,Silent Rise,2002,140,5.21,15.82,Documentary,D_Patel,A_Patel,R,42,7.4,English,USA
1220,Hidden Report,2017,111,5.92,0.0,Drama,D_Brown,A_Lopez,PG-13,37,5.9,English,USA
1221,Red Night,1994,120,1.14,0.0,Documentary,D_99,A_Zhao,PG,9,5.9,English,USA
1222,Final Fall,2002,98,2.62,5.32,Romance,D_41,A_Kumar,PG,5,5.9,French,FRA
1223,Red Rise,2006,122,75.22,62.66,Romance,D_Brown,A_101,PG-13,45,8.1,English,USA
1224,Final Kingdom,2021,110,1.78,6.48,Romance,D_Lee,A_51,PG-13,10,5.6,English,USA
1225,Secret Promise,2018,89,2.61,4.87,Romance,D_92,A_Lopez,PG-13,9,6.2,English,USA
1226,Last Journey,1992,106,0.49,3.71,Romance|Action,D_Lee,A_108,PG-13,6,5.7,English,USA
1227,Midnight Echo,2023,139,2.69,0.16,Horror,D_Kumar,A_184,PG-13,8,7.1,English,USA
1228,Red Night,2016,123,1.6,4.32,Romance,D_Wong,A_142,PG-13,7,5.5,English,USA
1229,Bright Rise,2002,104,0.68,1.07,Documentary,D_35,A_Zhao,Unrated,6,5.5,English,USA
1230,Secret Dream,2022,82,3.24,9.83,Drama,D_Johnson,A_Lopez,G,6,6.7,English,USA
1231,Star Sky,1995,98,2.2,2.68,Romance,D_Lee,A_Smith,PG-13,11,7.7,English,USA
1232,Secret Echo,2013,89,3.94,2.54,Family,D_6,A_Lopez,PG-13,11,8.0,English,UK
1233,Bright Sky,2008,82,1.79,4.27,Fantasy|Horror,D_Smith,A_Kumar,Unrated,13,5.6,French,FRA
1234,Secret Kingdom,2005,122,2.61,4.61,Horror|Drama,D_15,A_131,PG-13,12,6.3,Hindi,IND
1235,Red Heist,2017,111,21.45,23.31,Action,D_Johnson,A_110,R,31,8.2,English,USA
1236,Silent Rise,2022,137,4.94,0.0,Crime,D_Fernandez,A_Brown,PG-13,4,7.1,English,CAN
1237,Silent Rise,2002,95,31.85,44.99,Romance|Horror,D_Fernandez,A_Kumar,PG-13,40,6.2,English,UK
1238,Midnight Fall,2014,110,20.08,235.79,Sci-Fi,D_10,A_7,PG-13,33,5.5,English,UK
1239,Family Edge,2016,89,10.35,8.03,Romance,D_Patel,A_12,PG-13,31,7.8,Spanish,ESP
1240,Golden Edge,1996,101,4.84,4.85,Romance,D_Johnson,A_52,PG-13,4,7.0,English,USA
1241,Red Sky,1994,107,1.6,0.0,Horror,D_Kumar,A_10,R,10,7.5,Spanish,MEX
1242,Dark Picnic,2020,104,56.18,57.8,Comedy,D_Wong,A_Jones,R,42,6.0,Spanish,ESP
1243,Urban Picnic,2012,111,1.89,0.0,Thriller|Crime,D_Brown,A_55,PG-13,8,5.3,English,CAN
1244,Midnight Days,1999,125,104.02,0.0,Action,D_83,A_196,R,50,5.5,English,CAN
1245,Bright Night,2021,123,2.47,23.61,Romance,D_Brown,A_53,PG-13,12,5.7,English,USA
1246,Golden Promise,2019,98,2.4,0.0,Romance|Comedy,D_25,A_Singh,PG-13,8,5.5,English,USA
1247,Silent Dream,2020,110,4.56,,Crime,D_Lee,A_48,R,6,5.6,English,USA
1248,Hidden Love,2007,122,9.27,27.74,Crime|Fantasy,D_97,A_23,PG-13,42,6.6,Hindi,IND
1249,Urban Days,1991,126,19.95,87.85,Family,D_Kumar,A_Jones,PG-13,53,6.4,Mandarin,CHN
1250,Golden Echo,2003,100,3.07,5.8,Crime|Comedy,D_Brown,A_53,PG-13,6,6.2,Hindi,IND
1251,Family Days,2002,121,2.16,3.58,Thriller|Crime|Romance,D_86,A_61,PG-13,4,7.4,English,USA
1252,Urban Edge,2018,115,198.5,597.78,Comedy|Thriller,D_Wong,A_Patel,PG-13,37,5.6,Mandarin,CHN
1253,First Rise,2001,94,224.72,52.13,Fantasy,D_75,A_Patel,PG,43,6.4,French,FRA
1254,Silent Picnic,1991,122,1.34,2.04,Romance,D_Brown,A_Brown,PG-13,6,5.7,English,USA
1255,Indie Rise,2021,112,67.07,,Comedy|Family|Documentary,D_63,A_Kumar,PG-13,34,8.7,Hindi,IND
1256,First Picnic,2002,84,76.93,232.58,Drama|Crime,D_28,A_Jones,R,37,5.4,English,USA
1257,Urban Sky,2016,106,1.46,0.0,Comedy|Family,D_Brown,A_101,R,11,4.3,Hindi,IND
1258,Secret Echo,2006,111,5.63,0.0,Adventure,D_Johnson,A_Chen,R,40,5.8,English,UK
1259,Last Fall,2020,101,,1.83,Comedy,D_Garcia,A_Garcia,R,5,5.8,Mandarin,CHN
1260,Final Love,2023,128,1.66,2.52,Fantasy,D_Kumar,A_Singh,PG-13,6,7.5,Spanish,ESP
1261,Last Echo,2013,129,69.15,180.46,Drama,D_Brown,A_87,R,44,5.6,English,USA
1262,Golden Promise,2024,104,8.71,11.52,Sci-Fi,D_Wong,A_26,PG-13,40,3.8,Mandarin,CHN
1263,Dark Night,1995,103,47.44,110.09,Documentary,D_Wong,A_Brown,PG-13,29,7.8,English,UK
1264,Indie Kingdom,2008,108,1.67,8.77,Fantasy|Drama,D_Garcia,A_193,PG-13,7,7.9,English,USA
1265,Dark Picnic,2019,107,48.33,0.0,Drama|Thriller,D_54,A_Brown,PG-13,36,5.1,English,USA
1266,First Report,1996,101,4.94,8.11,Drama,D_Wong,A_34,R,6,6.2,English,USA
1267,Dark Report,1999,70,11.95,6.76,Fantasy,D_Garcia,A_Jones,G,41,7.0,Hindi,IND
1268,Family Night,2021,136,36.52,42.98,Sci-Fi,D_Garcia,A_Lopez,PG-13,38,5.0,English,UK
1269,Secret Fall,2023,110,2.2,8.48,Crime,D_Patel,A_Lopez,G,8,4.7,Spanish,MEX
1270,Loud Edge,2017,107,98.47,301.45,Drama,D_57,A_Garcia,PG-13,40,6.8,Spanish,MEX
1271,Silent Edge,2004,115,1.12,4.23,Crime,D_Fernandez,A_Lopez,PG-13,11,6.3,Hindi,IND
1272,Indie Kingdom,2019,109,2.18,6.28,Crime,D_Garcia,A_Brown,PG-13,12,6.1,Spanish,MEX
1273,Star Rise,2018,104,76.97,201.92,Sci-Fi,D_72,A_142,R,44,5.9,English,USA
1274,Star Fall,2011,95,1.02,,Adventure|Crime,D_73,A_57,R,10,5.6,Hindi,IND
1275,Dark Sky,1993,82,214.17,484.82,Thriller,D_20,A_119,PG-13,39,8.1,Spanish,MEX
1276,Silent Sky,2009,90,3.58,16.7,Romance,D_56,A_Brown,PG-13,11,6.6,English,USA
1277,Midnight Days,2021,93,0.89,0.0,Horror,D_57,A_27,PG-13,10,5.8,English,USA
1278,Loud Picnic,1993,120,4.37,42.36,Crime,D_24,A_Jones,PG-13,4,7.2,English,USA
1279,Star Picnic,2016,121,6.79,0.0,Thriller|Crime,D_Wong,A_Kumar,PG-13,37,7.3,Mandarin,CHN
1280,Silent Echo,2006,97,4.73,5.43,Thriller,D_86,A_132,PG-13,4,7.1,Spanish,ESP
1281,Red Love,2001,70,2.02,0.0,Action,D_Patel,A_197,PG-13,9,6.7,English,UK
1282,Last Edge,2011,110,7.66,13.04,Crime,D_47,A_113,PG,45,5.5,English,USA
1283,Last Journey,2006,104,40.63,407.94,Thriller|Sci-Fi,D_Lee,A_Chen,G,34,4.7,English,USA
1284,Urban Sky,1999,103,,7.68,Thriller,D_12,A_Smith,Unrated,5,5.5,English,USA
1285,Indie Picnic,1990,124,,9.58,Crime,D_57,A_Smith,PG-13,10,6.6,English,USA
1286,Star Love,2011,112,,6.68,Thriller,D_30,A_Lopez,R,4,5.5,English,CAN
1287,Red Heist,2015,95,77.86,4.01,Documentary,D_26,A_152,R,39,5.0,English,USA
1288,Urban Kingdom,2007,92,77.63,136.81,Drama,D_Wong,A_Garcia,R,37,6.2,English,USA
1289,Silent Journey,2003,106,13.17,7.12,Sci-Fi,D_74,A_57,PG-13,50,4.6,English,USA
1290,Golden Report,2018,96,,0.0,Adventure,D_Patel,A_Kumar,PG-13,11,8.5,English,USA
1291,Bright Night,2001,109,2.62,6.02,Drama,D_76,A_82,PG-13,14,6.6,English,USA
1292,Indie Promise,2024,125,73.31,165.53,Crime,D_Smith,A_Kumar,PG-13,39,6.6,English,CAN
1293,Last Heist,2001,89,2.13,5.03,Action|Romance,D_0,A_Singh,Unrated,7,6.0,English,USA
1294,Golden Days,1996,111,1.1,5.69,Action,D_5,A_Garcia,R,7,6.7,English,USA
1295,Bright Promise,2018,124,69.68,9.01,Horror,D_Garcia,A_Lopez,PG-13,35,7.1,French,FRA
1296,First Rise,2000,109,139.98,238.15,Horror,D_38,A_83,PG-13,42,5.7,Hindi,IND
1297,First Heist,2022,121,1.93,3.75,Romance,D_Lee,A_24,Unrated,10,5.7,English,UK
1298,First Fall,1995,106,2.86,2.44,Comedy|Adventure,D_Fernandez,A_Kumar,PG-13,7,8.1,Spanish,ESP
1299,Urban Heist,2004,113,1.05,3.98,Thriller,D_74,A_133,R,11,7.3,English,USA
1300,Golden Edge,2021,117,1.62,4.09,Romance,D_Fernandez,A_41,PG-13,10,9.0,English,USA
1301,First Dream,2000,101,1.22,3.05,Crime,D_56,A_Lopez,R,7,7.8,English,USA
1302,Secret Heist,2012,140,93.53,187.97,Action,D_Johnson,A_Singh,PG-13,47,7.6,Japanese,JPN
1303,Hidden Promise,2015,119,9.38,7.82,Adventure,D_Johnson,A_152,PG-13,46,7.4,French,FRA
1304,Hidden Heist,2023,130,1.6,1.18,Romance,D_Kumar,A_Patel,R,3,7.1,English,USA
1305,Secret Report,2023,126,,,Documentary|Action|Thriller,D_Kumar,A_Lopez,R,36,5.0,English,USA
1306,Silent Sky,2018,115,91.75,313.63,Romance,D_94,A_Garcia,PG-13,29,8.3,Hindi,IND
1307,Red Fall,1993,131,2.14,0.28,Sci-Fi,D_Johnson,A_115,R,6,5.6,Spanish,ARG
1308,Secret Journey,2006,113,,17.75,Horror,D_Kumar,A_Lopez,R,9,8.6,French,FRA
1309,First Picnic,2024,99,4.8,4.61,Documentary|Sci-Fi,D_Kumar,A_Brown,PG,8,7.5,Spanish,MEX
1310,Loud Sky,2002,110,2.32,,Action,D_Brown,A_Smith,PG-13,7,5.8,English,USA
1311,Indie Picnic,2004,95,7.2,9.0,Documentary,D_Nguyen,A_183,PG-13,51,7.3,English,USA
1312,Family Night,2018,78,7.83,4.9,Sci-Fi,D_30,A_133,R,32,8.5,English,USA
1313,Midnight Sky,2018,97,2.98,0.0,Comedy,D_Patel,A_61,PG-13,2,6.7,English,USA
1314,Star Edge,2000,111,0.42,0.67,Romance|Thriller,D_Smith,A_Patel,Unrated,9,7.7,English,USA
1315,Hidden Echo,2021,126,68.42,162.41,Drama,D_Patel,A_Chen,PG-13,32,6.8,Mandarin,CHN
1316,Indie Fall,1991,97,,12.26,Documentary,D_43,A_Zhao,PG-13,7,7.7,English,USA
1317,Silent Journey,2003,125,1.58,0.0,Fantasy,D_53,A_Garcia,PG-13,9,7.8,French,FRA
1318,Star Dream,2009,92,4.64,0.0,Documentary,D_28,A_174,R,6,6.7,English,UK
1319,Family Heist,2011,96,3.0,6.88,Drama,D_Fernandez,A_93,PG,8,4.5,French,FRA
1320,Red Journey,2000,132,2.47,4.2,Comedy,D_2,A_75,PG-13,12,7.0,English,CAN
1321,Silent Edge,2016,111,95.67,16.91,Romance,D_Kumar,A_71,PG-13,49,7.8,English,USA
1322,Urban Report,1992,107,1.93,6.68,Sci-Fi,D_Garcia,A_106,PG-13,10,5.3,English,CAN
1323,First Picnic,2006,114,2.89,0.0,Sci-Fi|Adventure,D_Garcia,A_Smith,R,4,6.5,English,USA
1324,Indie Fall,2017,92,2.72,6.53,Horror|Drama,D_Johnson,A_Lopez,PG-13,9,5.7,English,USA
1325,Silent Fall,2018,105,3.0,0.0,Thriller,D_84,A_30,PG,12,5.6,English,USA
1326,Red Journey,2010,110,2.1,1.58,Family,D_Wong,A_Garcia,PG-13,9,8.2,English,USA
1327,Golden Kingdom,2005,128,1.75,0.0,Family,D_68,A_39,PG-13,8,5.5,English,USA
1328,Dark Report,2009,85,3.02,0.0,Fantasy|Crime|Documentary,D_Lee,A_183,PG-13,9,7.8,Hindi,IND
1329,Urban Love,1995,136,5.05,6.74,Family|Thriller,D_41,A_Patel,R,37,9.0,Hindi,IND
1330,Midnight Days,2008,108,2.0,0.0,Documentary|Comedy|Thriller,D_51,A_102,PG-13,8,3.8,English,AUS
1331,Golden Night,1994,93,64.01,61.97,Documentary|Comedy,D_Smith,A_Zhao,R,43,6.8,English,USA
1332,Final Fall,1992,91,1.0,5.14,Fantasy|Romance|Adventure,D_Smith,A_86,PG-13,8,6.5,Mandarin,CHN
1333,First Love,1990,114,7.09,3.97,Adventure,D_80,A_Jones,R,30,6.7,English,UK
1334,Dark Heist,2004,90,6.64,0.0,Horror,D_Brown,A_Singh,R,38,7.0,Japanese,JPN
1335,Golden Rise,2023,102,5.03,,Adventure,D_Garcia,A_90,R,40,8.3,English,UK
1336,Golden Love,2024,106,4.52,6.28,Action,D_Lee,A_138,R,3,5.5,English,CAN
1337,Hidden Journey,2014,127,41.43,134.58,Crime|Horror,D_54,A_Zhao,PG-13,31,7.8,English,USA
1338,Last Heist,2013,125,,1.67,Documentary,D_Lee,A_20,PG-13,5,5.9,English,USA
1339,Golden Echo,2001,100,3.35,0.0,Thriller|Drama,D_60,A_186,R,11,5.2,French,FRA
1340,Bright Echo,2007,107,1.62,1.94,Documentary,D_5,A_Brown,Unrated,11,4.9,French,FRA
1341,Family Report,2004,86,,0.0,Crime,D_15,A_Garcia,R,5,2.7,English,USA
1342,Red Echo,2005,79,0.43,1.03,Documentary,D_Wong,A_Smith,Unrated,39,6.7,French,FRA
1343,Golden Fall,2016,92,1.55,0.0,Drama,D_Smith,A_168,PG-13,7,7.1,Spanish,MEX
1344,Red Picnic,1997,127,55.87,209.58,Family,D_Brown,A_Jones,PG-13,34,6.8,English,USA
1345,Hidden Edge,2014,122,2.57,17.43,Action|Crime,D_28,A_Garcia,PG-13,11,6.4,English,USA
1346,Secret Fall,2006,116,,4.58,Fantasy,D_Smith,A_142,PG,38,6.7,Hindi,IND
1347,Urban Picnic,2018,88,3.71,10.52,Romance,D_Smith,A_175,R,8,6.7,Spanish,ESP
1348,Midnight Journey,1997,99,5.66,9.53,Thriller,D_76,A_66,PG,35,7.7,English,USA
1349,Final Kingdom,2004,97,2.22,0.0,Drama|Romance,D_20,A_Lopez,PG-13,5,5.4,English,USA
1350,Family Rise,2016,108,16.18,0.0,Family,D_47,A_Lopez,R,39,8.4,French,FRA
1351,Bright Edge,1996,107,51.68,95.29,Family,D_Smith,A_2,R,48,3.9,English,USA
1352,Family Edge,1992,95,65.53,110.92,Adventure,D_Fernandez,A_173,PG-13,41,3.2,English,USA
1353,Hidden Report,2018,115,,209.47,Adventure,D_36,A_178,PG,41,5.4,French,FRA
1354,Golden Kingdom,2013,113,60.74,164.79,Action,D_Johnson,A_Zhao,PG-13,29,7.7,Hindi,IND
1355,Hidden Fall,1992,99,130.8,77.53,Action,D_Lee,A_Patel,R,40,8.0,English,USA
1356,First Promise,2009,115,0.58,0.0,Adventure,D_Nguyen,A_Singh,R,10,5.8,English,AUS
1357,Red Echo,2004,127,14.04,38.37,Adventure,D_73,A_Garcia,R,35,5.8,English,USA
1358,Silent Night,2014,131,1.24,10.28,Fantasy,D_Patel,A_Chen,PG-13,4,6.3,Mandarin,CHN
1359,Final Picnic,2019,117,5.93,0.0,Action,D_56,A_73,PG-13,35,5.9,English,USA
1360,Indie Journey,2003,117,223.71,268.95,Comedy,D_Smith,A_Lopez,PG-13,46,5.4,English,USA
1361,Silent Heist,1996,106,1.56,0.0,Romance,D_Lee,A_132,PG-13,7,5.4,Spanish,ARG
1362,Hidden Heist,2006,125,14.39,21.9,Horror|Thriller,D_Garcia,A_Garcia,R,45,5.5,English,USA
1363,Star Promise,2009,94,3.16,5.8,Horror,D_27,A_20,Unrated,10,6.2,English,USA
1364,Red Rise,1998,124,3.35,0.58,Documentary,D_Brown,A_84,R,11,7.5,Mandarin,CHN
1365,Hidden Journey,2011,106,0.88,0.0,Thriller,D_Garcia,A_61,R,8,7.1,English,USA
1366,Family Echo,1991,132,81.11,200.32,Adventure|Drama,D_Brown,A_Kumar,PG-13,33,6.8,English,UK
1367,Family Rise,2013,119,2.47,3.26,Action,D_72,A_Lopez,PG-13,8,5.4,English,USA
1368,Loud Echo,1997,109,28.54,24.82,Action,D_Wong,A_Smith,PG-13,35,5.0,English,USA
1369,Midnight Dream,2000,106,68.65,211.6,Horror,D_24,A_36,R,45,6.6,English,USA
1370,Silent Echo,2002,118,98.26,156.47,Comedy,D_Patel,A_46,G,42,8.1,English,CAN
1371,Family Dream,2006,117,3.2,0.0,Sci-Fi,D_28,A_Brown,PG-13,11,8.3,Hindi,IND
1372,First Picnic,1997,104,8.1,24.29,Horror|Sci-Fi|Fantasy,D_66,A_53,PG-13,47,7.1,Mandarin,CHN
1373,First Love,2010,111,74.42,141.38,Action,D_Brown,A_140,PG,45,7.0,English,USA
1374,Dark Love,2007,123,3.36,13.08,Documentary|Sci-Fi,D_Fernandez,A_Lopez,PG,14,7.7,Spanish,ESP
1375,First Edge,2019,90,2.78,0.0,Crime,D_38,A_15,R,4,6.2,English,USA
1376,Last Fall,2007,121,1.69,9.33,Horror,D_89,A_Kumar,R,5,8.7,English,UK
1377,Silent Love,2020,118,1.2,2.92,Documentary,D_Johnson,A_Garcia,R,6,6.3,Spanish,ESP
1378,Red Days,2021,128,1.82,0.0,Comedy,D_Nguyen,A_Patel,PG-13,16,7.3,Hindi,IND
1379,Silent Night,2000,99,1.24,2.34,Sci-Fi|Drama,D_Lee,A_84,PG-13,7,8.2,English,USA
1380,Golden Picnic,2014,110,2.76,6.03,Drama,D_Garcia,A_Kumar,PG-13,12,4.3,English,USA
1381,Urban Kingdom,2022,113,2.92,19.99,Romance,D_9,A_78,Unrated,7,5.9,English,UK
1382,First Promise,1997,121,2.41,6.54,Documentary,D_89,A_Jones,PG-13,8,6.2,English,UK
1383,Family Sky,2000,116,3.27,3.08,Sci-Fi|Adventure,D_63,A_71,PG,9,6.5,English,USA
1384,Family Night,2011,91,2.08,0.0,Crime,D_Garcia,A_113,PG-13,4,7.2,English,USA
1385,Last Picnic,2013,114,63.32,101.2,Comedy,D_Smith,A_160,R,36,5.5,English,AUS
1386,Indie Night,2006,140,3.6,6.84,Thriller|Adventure,D_Brown,A_132,R,11,7.8,English,USA
1387,Last Picnic,2001,119,82.22,353.01,Drama|Action,D_Nguyen,A_55,PG,31,5.4,English,USA
1388,Final Picnic,2021,135,1.18,6.4,Family|Romance,D_Wong,A_115,PG-13,9,7.0,Hindi,IND
1389,Secret Night,2004,126,2.81,5.08,Crime,D_Wong,A_87,R,6,4.5,English,USA
1390,Indie Edge,2005,130,7.47,0.0,Adventure,D_Brown,A_Brown,PG-13,47,5.1,English,USA
1391,Loud Days,2011,115,4.81,2.49,Comedy,D_Fernandez,A_114,R,3,6.6,English,USA
